u,qid,twin_bit,gen,cocycle_Z3_exp,orient_index,target_qid,target_twin,v,sheet_id,x,y,z,tx,ty,tz,L11,L12,L21,L22,s_zshift_x,s_zshift_y,q_xy,silent_index,block_guess
38,1,1,g5,0,7,21,0,18,0,0,1,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,12
38,1,1,g8,0,8,18,0,17,0,0,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,12
38,1,1,g9,0,9,18,0,17,0,0,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,12
39,16,1,g2,0,5,18,1,49,2,1,0,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,14
39,16,1,g3,0,6,11,0,8,2,1,0,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",2,14
39,16,1,g5,0,7,24,1,52,2,1,0,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,14
39,16,1,g8,0,8,4,0,19,2,1,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,14
39,16,1,g9,0,9,4,0,19,2,1,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,14
40,26,0,g2,2,0,13,0,46,2,2,2,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,20
40,26,0,g3,1,1,14,0,27,2,2,2,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",3,20
40,26,0,g5,0,2,5,0,6,2,2,2,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,20
40,26,0,g8,0,3,26,1,42,2,2,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,20
40,26,0,g9,0,4,26,1,42,2,2,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,20
41,5,1,g2,0,5,8,1,50,1,0,2,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",5,31
41,5,1,g3,2,6,4,1,24,1,0,2,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",5,31
41,5,1,g5,0,7,20,1,21,1,0,2,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",5,31
41,5,1,g8,0,8,20,0,20,1,0,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",5,31
41,5,1,g9,0,9,20,0,20,1,0,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",5,31
42,26,1,g2,2,5,13,1,47,2,2,2,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,20
42,26,1,g3,1,6,14,1,29,2,2,2,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",3,20
42,26,1,g5,0,7,5,1,41,2,2,2,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,20
42,26,1,g8,0,8,26,0,40,2,2,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,20
42,26,1,g9,0,9,26,0,40,2,2,2,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,20
43,23,1,g2,2,5,17,1,48,1,2,1,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,19
43,23,1,g3,1,6,9,1,30,1,2,1,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",3,19
43,23,1,g5,2,7,4,0,19,1,2,1,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,19
43,23,1,g8,2,8,24,1,52,1,2,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,19
43,23,1,g9,2,9,24,1,52,1,2,1,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,19
44,7,1,g2,0,5,6,1,51,0,0,0,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,42
44,7,1,g3,1,6,5,1,41,0,0,0,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",7,42
44,7,1,g5,2,7,16,1,39,0,0,0,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,42
44,7,1,g8,0,8,11,1,22,0,0,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,42
44,7,1,g9,0,9,11,1,22,0,0,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,42
45,22,1,g2,0,5,24,1,52,2,2,0,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,2
45,22,1,g3,0,6,25,1,53,2,2,0,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",8,2
45,22,1,g5,1,7,0,1,31,2,2,0,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,2
45,22,1,g8,1,8,9,1,30,2,2,0,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,2
45,22,1,g9,1,9,9,1,30,2,2,0,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,2
46,13,0,g2,1,0,14,0,27,1,2,2,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,1
46,13,0,g3,2,1,26,0,40,1,2,2,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",0,1
46,13,0,g5,1,2,8,0,16,1,2,2,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,1
46,13,0,g8,0,3,13,1,47,1,2,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,1
46,13,0,g9,0,4,13,1,47,1,2,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,1
47,13,1,g2,1,5,14,1,29,1,2,2,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,1
47,13,1,g3,2,6,26,1,42,1,2,2,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",0,1
47,13,1,g5,1,7,8,1,50,1,2,2,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",0,1
47,13,1,g8,0,8,13,0,46,1,2,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,1
47,13,1,g9,0,9,13,0,46,1,2,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",0,1
48,17,1,g2,1,5,9,1,30,1,2,1,0,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,1
48,17,1,g3,2,6,23,1,43,1,2,1,0,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",8,1
48,17,1,g5,0,7,1,0,34,1,2,1,0,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",8,1
48,17,1,g8,2,8,25,1,53,1,2,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,1
48,17,1,g9,2,9,25,1,53,1,2,1,0,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",8,1
49,18,1,g2,0,5,12,1,26,1,1,0,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",1,7
49,18,1,g3,0,6,21,0,18,1,1,0,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",1,7
49,18,1,g5,2,7,25,1,53,1,1,0,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",1,7
49,18,1,g8,0,8,1,0,34,1,1,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",1,7
49,18,1,g9,0,9,1,0,34,1,1,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",1,7
50,8,1,g2,0,5,3,1,28,0,0,2,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,18
50,8,1,g3,2,6,1,1,38,0,0,2,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",3,18
50,8,1,g5,0,7,10,1,36,0,0,2,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",3,18
50,8,1,g8,0,8,10,0,35,0,0,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,18
50,8,1,g9,0,9,10,0,35,0,0,2,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",3,18
51,6,1,g2,0,5,0,1,31,1,0,0,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",6,37
51,6,1,g3,1,6,8,1,50,1,0,0,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",6,37
51,6,1,g5,2,7,18,1,49,1,0,0,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",6,37
51,6,1,g8,0,8,21,1,37,1,0,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",6,37
51,6,1,g9,0,9,21,1,37,1,0,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",6,37
52,24,1,g2,2,5,25,1,53,2,2,0,2,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,44
52,24,1,g3,1,6,22,1,45,2,2,0,2,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",7,44
52,24,1,g5,1,7,7,1,44,2,2,0,2,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",7,44
52,24,1,g8,1,8,23,1,43,2,2,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,44
52,24,1,g9,1,9,23,1,43,2,2,0,2,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",7,44
53,25,1,g2,1,5,22,1,45,3,2,0,1,0,0,2,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,15
53,25,1,g3,2,6,24,1,52,3,2,0,1,0,2,1,1,0,2,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 1, ""2,1"": 1, ""2,2"": 1}",2,15
53,25,1,g5,2,7,6,1,51,3,2,0,1,1,0,0,1,0,0,1,0,0,"{""0,0"": 0, ""0,1"": 0, ""0,2"": 0, ""1,0"": 0, ""1,1"": 0, ""1,2"": 0, ""2,0"": 0, ""2,1"": 0, ""2,2"": 0}",2,15
53,25,1,g8,1,8,17,1,48,3,2,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,15
53,25,1,g9,1,9,17,1,48,3,2,0,1,1,1,2,2,0,0,2,2,2,"{""0,0"": 0, ""0,1"": 2, ""0,2"": 1, ""1,0"": 2, ""1,1"": 1, ""1,2"": 0, ""2,0"": 1, ""2,1"": 0, ""2,2"": 2}",2,15
