u,v,w,centers,z2_parity,s3_holonomy_startsheet0,s3_type_startsheet0,fiber6_cycle_type,fiber6_perm,rotor_sheet,rotor_perm,tau_sheet_swap_perm,holonomy_type
0,11,21,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,11,24,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,11,26,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,11,27,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,11,28,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,11,30,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,11,31,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,12,13,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,12,14,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,12,15,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,12,16,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,12,18,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,12,19,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,12,20,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,12,22,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,12,23,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,12,25,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,12,27,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,12,28,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,12,29,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,12,32,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,13,14,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,13,15,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,13,16,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,13,17,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,13,20,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,13,21,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,13,22,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,13,23,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,13,26,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,13,27,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,13,29,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,13,30,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,13,32,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,14,15,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,14,16,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,14,18,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,14,19,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,14,21,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,14,22,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,14,24,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,14,25,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,14,28,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,14,29,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,14,30,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,14,31,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,15,16,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,15,17,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,15,19,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,15,22,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,15,23,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,15,24,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,15,26,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,15,28,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,15,29,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,15,31,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,15,32,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,16,18,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,16,20,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,16,21,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,16,23,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,16,24,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,16,25,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,16,27,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,16,30,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,16,31,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,16,32,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,17,18,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,17,19,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,17,20,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,17,21,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,17,22,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,17,23,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,17,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,17,25,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,17,26,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,17,28,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,17,30,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,17,32,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,18,19,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,18,20,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,18,21,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,18,22,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,18,23,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,18,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,18,25,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,18,26,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,18,27,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,18,29,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,18,31,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,19,20,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,19,21,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,19,22,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,19,23,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,19,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,19,25,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,19,27,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,19,28,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,19,29,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,19,32,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,20,21,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,20,22,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,20,23,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,20,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,20,26,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,20,27,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,20,28,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,20,30,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,20,31,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,21,22,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,21,23,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,21,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,21,25,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,21,28,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,21,29,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,21,30,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,21,31,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,22,23,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,22,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,22,26,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,22,27,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,22,29,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,22,30,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,22,32,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,23,24,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,23,25,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,23,27,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,23,30,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,23,31,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,23,32,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,24,26,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
0,24,28,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
0,24,29,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
0,24,31,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
0,24,32,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
0,25,26,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,25,27,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,25,28,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,25,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,25,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,25,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,25,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,26,27,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,26,28,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,26,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,26,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,26,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,26,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,27,28,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,27,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,27,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,27,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,27,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,28,29,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,28,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,28,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,28,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,29,30,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
0,29,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,29,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,30,31,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
0,30,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
0,31,32,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
1,2,3,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
1,2,4,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
1,2,5,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
1,2,6,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
1,2,7,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
1,2,8,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
1,2,9,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
1,2,10,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
1,2,17,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
1,2,18,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
1,2,25,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
1,2,26,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
1,2,36,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
1,2,37,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
1,2,38,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
1,2,39,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
1,2,40,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
1,2,41,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
1,2,42,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
1,2,43,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
1,2,44,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
1,3,4,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
1,3,5,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
1,3,6,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
1,3,7,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
1,3,8,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
